"中国计算机学会推荐国际学术会议
（人机交互与普适计算）",,,,,
一、A 类,,,,,
序号,会议简称,会议全称,出版社,网址,
1,CSCW,ACM Conference on Computer Supported Cooperative Work and Social Computing,ACM,http://dblp.uni-trier.de/db/conf/cscw,
2,CHI,ACM Conference on Human Factors in Computing Systems,ACM,http://dblp.uni-trier.de/db/conf/chi,
3,UbiComp,ACM International Conference on Ubiquitous Computing,ACM,http://dblp.uni-trier.de/db/conf/huc/,
