"中国计算机学会推荐国际学术期刊
（计算机图形学与多媒体）",,,,,
一、A 类,,,,,
序号,刊物简称,刊物名称,出版社,网址,
1,TOG,ACM Transactions on Graphics,ACM,http://dblp.uni-trier.de/db/journals/tog/,
2,TIP,IEEE Transactions on Image Processing,IEEE,http://dblp.uni-trier.de/db/journals/tip/,
3,TVCG,IEEE Transactions on Visualization and Computer Graphics,IEEE,http://dblp.uni-trier.de/db/journals/tvcg/,
