Source,Target,Weight
1689,8991,1
1689,9578,1
1689,11033,1
1689,12432,1
1689,14079,1
1690,10646,1
1690,14178,1
1691,5580,1
1692,6438,1
1693,9157,1
1693,12963,1
1693,13081,1
1695,3600,1
1695,14177,1
1696,2909,1
1696,7858,1
1697,11968,1
1697,14791,1
1698,3487,1
1699,13586,1
1700,2015,1
1700,10823,1
1700,14871,1
1701,10749,1
1701,11738,1
1702,5951,1
1702,8095,1
1703,2362,1
1703,4366,1
1704,12138,1
1704,14082,1
1705,1954,1
1705,5393,1
1706,4697,1
1706,14221,1
1707,2961,1
1708,2614,1
1708,2843,1
1708,4206,1
1708,6649,1
1708,7011,1
1708,9162,1
1708,11165,1
1708,13757,1
1709,15307,1
1710,2306,1
1710,4513,1
1710,7927,1
1711,4063,1
1711,6811,1
1711,10497,1
1711,11478,1
1711,13934,1
1711,15125,1
1712,2236,1
1712,3085,1
1712,3646,1
1712,5263,1
1712,6980,1
1712,8632,1
1712,8833,1
1712,8986,1
1712,9003,1
1712,9687,1
1712,10130,1
1712,10215,1
1712,10947,1
1712,13617,1
1712,13629,1
1712,14118,1
1712,14302,1
1713,3564,1
1714,2760,1
1714,5572,1
1714,6617,1
1714,7866,1
1715,2285,1
1715,10465,1
1717,5083,1
1718,3752,1
1718,4379,1
1718,6283,1
1718,6648,3
1718,7631,1
1718,7685,1
1718,8754,1
1718,9343,1
1718,9775,1
1718,11935,3
1718,12214,3
1718,12348,1
1718,12950,3
1718,13467,1
1719,3562,1
1719,7115,1
1720,2446,1
1720,4692,1
1720,4917,1
1720,5031,1
1720,10626,1
1720,12674,1
1721,4884,1
1721,9219,1
1722,2789,1
1722,2841,1
1722,7188,1
1722,14934,1
1723,7426,1
1723,8125,1
1723,8285,1
1724,2178,1
1724,7610,1
1724,12701,1
1724,12996,1
1725,5556,1
1725,7009,1
1725,9666,1
1726,13457,1
1727,2193,1
1727,4626,1
1728,3380,1
1728,5108,1
1728,9745,1
1729,4306,1
1729,4812,1
1730,2280,1
1730,2489,1
1730,4430,1
1730,11025,1
1730,11032,1
1730,11120,1
1730,12240,1
1730,14737,1
1730,14886,1
1730,15280,1
1731,3657,1
1731,4026,1
1731,4978,1
1731,8178,1
1731,8917,1
1732,3811,1
1732,8521,1
1732,9547,1
1732,10507,1
1733,10673,1
1733,12252,1
1733,15167,1
1734,2380,1
1734,2461,1
1734,2731,1
1734,8936,1
1734,10904,1
1734,13285,1
1735,2214,1
1735,7385,1
1736,2344,1
1736,3212,1
1736,3937,1
1736,4315,1
1736,4950,1
1736,5328,1
1736,6228,1
1736,7957,1
1736,9346,1
1736,10136,1
1736,10251,1
1736,10798,1
1736,10842,1
1736,12169,1
1736,12475,1
1737,2204,1
1737,9759,1
1737,10129,1
1738,2311,1
1738,4789,1
1738,8637,1
1738,8803,1
1738,14891,1
1739,3289,1
1739,14800,1
1739,15261,1
1740,4676,1
1741,11674,1
1742,2551,1
1742,10585,1
1743,2539,1
1743,2990,1
1743,4199,1
1743,4920,1
1743,4929,1
1743,8137,1
1743,10475,1
1743,11176,1
1743,11234,1
1744,4741,1
1744,5698,1
1744,6343,1
1744,9647,1
1745,13862,1
1745,14192,1
1746,2619,1
1746,3040,1
1746,6765,1
1746,11293,1
1746,12814,1
1747,2130,1
1747,2844,1
1747,3663,1
1747,5232,1
1747,8267,1
1748,5673,1
1749,6780,1
1749,7684,1
1750,9019,1
1751,5231,1
1751,6522,2
1751,10389,1
1751,12221,2
1751,14962,1
1752,2113,1
1752,7310,1
1752,10563,1
1752,11826,1
1753,3181,1
1753,11072,1
1754,1963,1
1754,2175,1
1754,2685,1
1754,4890,1
1754,6623,1
1754,12081,1
1754,12707,1
1754,13270,1
1754,13498,1
1754,15171,1
1755,3586,1
1755,9562,1
1755,14023,1
1756,2024,1
1756,2581,1
1756,2904,1
1756,5086,1
1756,5120,1
1756,13108,1
1757,4147,1
1757,4758,1
1758,2914,1
1758,3417,1
1758,5127,1
1759,7083,1
1760,8092,1
1760,9289,1
1760,9509,1
1760,13142,1
1760,15239,1
1761,9522,1
1761,10907,1
1762,12899,1
1763,3183,1
1763,3366,1
1763,3428,1
1763,4858,1
1763,5130,1
1763,7937,1
1763,8187,1
1763,8307,1
1763,8854,1
1763,11814,1
1763,11929,1
1763,13221,1
1764,4619,1
1764,4988,1
1765,1984,1
1765,3403,1
1765,5870,1
1765,8663,1
1766,7097,1
1766,9755,1
1766,11608,1
1766,13421,1
1766,14350,1
1767,4127,1
1767,6244,1
1767,11038,1
1768,2429,1
1768,3396,1
1769,6199,1
1769,12064,1
1770,1933,1
1770,2832,1
1770,5202,1
1770,6575,1
1770,8679,1
1770,12591,1
1771,2564,1
1771,5908,1
1771,9835,3
1771,10285,1
1771,10692,2
1771,11981,1
1771,12446,1
1771,12853,1
1771,13991,1
1772,6725,1
1772,10205,1
1773,6911,1
1773,7385,1
1773,7693,1
1774,2403,1
1774,4073,1
1774,5923,1
1774,6051,1
1775,3464,1
1775,3878,1
1775,5091,1
1775,6544,1
1775,6889,1
1775,7553,1
1775,8497,1
1775,13044,1
1776,8782,1
1777,7881,1
1777,8354,1
1777,12479,1
1778,9036,1
1779,2170,1
1779,3470,1
1779,11148,1
1780,11221,1
1780,14197,1
1781,5598,1
1781,10211,1
1781,14937,1
1782,1928,1
1782,7522,1
1782,12992,1
1782,13021,1
1783,2116,1
1783,4192,1
1783,5009,1
1783,5111,1
1783,11967,1
1783,13818,1
1784,4677,1
1784,9644,1
1784,10743,1
1784,13096,1
1785,4090,1
1785,8673,1
1785,11493,1
1786,1957,1
1786,3953,1
1786,7260,1
1786,11193,1
1787,2924,1
1787,7923,1
1789,5408,1
1790,3330,1
1790,4784,1
1790,9214,1
1790,10207,1
1791,3459,1
1791,13290,1
1792,4799,1
1792,6500,1
1792,13539,1
1792,14294,1
1793,1884,1
1793,2910,1
1793,12242,1
1793,13392,1
1793,14454,1
1794,2459,1
1794,12134,1
1795,5807,1
1795,7970,1
1795,11039,1
1795,12499,1
1795,12517,1
1796,5355,1
1796,10666,1
1797,10633,1
1797,11985,1
1797,15033,1
1798,4208,1
1798,4258,1
1798,4876,1
1798,10061,1
1798,15288,1
1799,1854,1
1799,5706,1
1799,8355,1
1799,8485,1
1800,7431,1
1800,7934,1
1800,10684,1
1800,11426,1
1800,13107,1
1800,14058,1
1801,1844,1
1801,9267,1
1801,10113,1
1802,4233,1
1802,6731,1
1802,8584,1
1802,12627,1
1803,4562,1
1803,4818,1
1803,7706,1
1804,2853,2
1804,10540,2
1804,12604,2
1804,15022,1
1805,8157,1
1805,10821,1
1805,14700,1
1806,2115,1
1806,3139,1
1806,8644,1
1806,9165,1
1806,9665,1
1806,10276,1
1807,5540,1
1807,7179,1
1808,1834,1
1808,2950,1
1808,7445,1
1808,10235,1
1808,10312,1
1808,10817,1
1808,12691,1
1809,3622,1
1809,6104,1
1809,8132,1
1809,9717,1
1809,10969,1
1810,1980,1
1810,7848,1
1810,8427,1
1810,9690,1
1811,3000,1
1811,8348,1
1811,11081,1
1811,14463,1
1812,2522,1
1812,9349,1
1812,12271,1
1812,14951,1
1813,2922,1
1813,10092,1
1813,13889,1
1813,14121,2
1814,7392,1
1814,14811,1
1815,4709,1
1815,6078,1
1815,9504,1
1816,5853,1
1816,8969,1
1817,2552,1
1817,4118,1
1817,12410,1
1818,3885,1
1818,9024,1
1818,9636,1
1818,11049,1
1818,11982,2
1818,14157,1
1818,14699,2
1819,2474,1
1819,6375,1
1820,4133,1
1820,5907,1
1820,8899,1
1820,9262,1
1820,9710,1
1820,10494,1
1821,5732,1
1821,6084,2
1821,6588,2
1821,7785,2
1822,2803,1
1823,3728,1
1824,4673,1
1824,9211,1
1825,4134,1
1825,7377,1
1826,2326,2
1826,2476,1
1826,2503,1
1826,3866,1
1826,4174,1
1826,4391,1
1826,4819,2
1826,5116,3
1826,5900,2
1826,6416,1
1826,6940,1
1826,7172,1
1826,10325,3
1826,10670,1
1826,10712,2
1826,10997,1
1826,12107,1
1826,12331,1
1826,12728,1
1826,13010,4
1826,13117,1
1826,13120,1
1826,13188,1
1826,13289,6
1826,13540,1
1826,14279,1
1826,14454,1
1826,15212,1
1826,15307,1
1827,7619,1
1828,7841,1
1828,10874,1
1828,12428,1
1828,13473,1
1828,14974,1
1829,13288,1
1829,13845,1
1830,5318,1
1830,15150,1
1831,10090,1
1831,13123,1
1832,4180,1
1832,6805,1
1833,2272,1
1833,6216,1
1833,14924,2
1834,2950,1
1834,7445,1
1834,10235,1
1834,10312,1
1834,10817,1
1834,12691,1
1835,3178,1
1835,4138,1
1835,5245,1
1835,8549,1
1835,8675,1
1835,11102,1
1835,12080,1
1835,12822,1
1836,4707,1
1836,9892,1
1837,4674,1
1837,7948,1
1837,10074,1
1838,2434,1
1838,5470,1
1838,7412,1
1838,13915,1
1839,11406,1
1839,11475,1
1839,15225,1
1840,5707,1
1840,10784,1
1841,3248,1
1841,14758,1
1842,14419,1
1843,7512,1
1843,11826,1
1843,13748,1
1843,14328,1
1844,9267,1
1844,10113,1
1845,3982,1
1845,7643,1
1845,8203,1
1845,15077,1
1846,9067,1
1846,9352,1
1846,13027,1
1847,6602,1
1847,9100,1
1847,12904,1
1847,13987,1
1848,3088,1
1848,4448,1
1849,5322,1
1849,8937,1
1850,4408,1
1850,9825,1
1850,15132,1
1851,7893,1
1851,7905,1
1851,9386,2
1852,6680,1
1852,9409,1
1854,5706,1
1854,8355,1
1854,8485,1
1855,6361,1
1855,9239,1
1856,3134,2
1856,14269,2
1857,1977,1
1857,3546,1
1858,8894,1
1858,11721,1
1858,14214,1
1859,2289,1
1859,3621,1
1859,5710,1
1859,9634,1
1859,14848,1
1860,4442,1
1860,6269,1
1860,6482,1
1860,11018,1
1860,11737,1
1860,11975,1
1861,9022,1
1862,3665,1
1862,5334,1
1862,6012,1
1862,9058,1
1862,9649,1
1862,10066,1
1862,13644,1
1862,14356,1
1863,2173,1
1863,14667,1
1863,14966,1
1864,8725,1
1865,2839,1
1865,9440,1
1865,10458,1
1865,11835,1
1865,13237,1
1866,2618,1
1866,3855,1
1866,6089,1
1867,2900,1
1867,4226,1
1867,7571,1
1867,9177,1
1867,11019,1
1867,11995,1
1867,13189,1
1867,13610,1
1867,13742,1
1867,14889,2
1868,8821,1
1868,12162,1
1869,11888,1
1869,12264,1
1869,15168,1
1870,6606,1
1870,6905,1
1870,12063,1
1870,14635,1
1871,4790,1
1871,9205,1
1872,2157,2
1872,4834,1
1872,6377,2
1872,9591,2
1872,13336,1
1872,13710,2
1872,14174,1
1873,11722,1
1873,13469,1
1874,2998,1
1874,4048,1
1874,10054,1
1874,10245,1
1874,10630,1
1874,11853,1
1875,14615,1
1876,4805,1
1876,11560,1
1877,3631,1
1877,8799,1
1877,11675,1
1877,12056,1
1877,12923,1
1877,14647,1
1878,11353,1
1879,8544,1
1879,11387,2
1879,11582,1
1879,12132,2
1879,12946,2
1880,3996,1
1880,11254,1
1880,13291,1
1881,10782,1
1881,11757,1
1882,2691,1
1882,3265,1
1883,8471,1
1883,8724,1
1883,11657,2
1883,13015,2
1884,2910,1
1884,12242,1
1884,13392,1
1884,14454,1
1885,5912,1
1885,8077,1
1885,12978,1
1886,2693,1
1886,10358,1
1886,11859,1
1886,11934,1
1886,13956,1
1887,1921,1
1887,14556,1
1889,7005,1
1890,8218,2
1890,14901,2
1891,5289,1
1891,5922,1
1891,10169,1
1892,12989,1
1893,7516,2
1893,9454,2
1893,11832,2
1893,11889,2
1894,5672,1
1894,8928,1
1894,10364,1
1894,11131,1
1895,9864,1
1895,13856,1
1896,5452,1
1896,6695,1
1896,9438,1
1897,6492,1
1898,6933,1
1898,12399,1
1899,11904,1
1900,2867,1
1900,3034,1
1900,3477,1
1900,3572,1
1900,13058,1
1900,13866,1
1901,3819,1
1902,9600,1
1903,3912,1
1904,5330,1
1904,7717,2
1904,9228,1
1904,13761,1
1905,8751,1
1905,14194,1
1906,4991,1
1906,11689,1
1906,15001,1
1907,3385,1
1908,1935,1
1908,3975,1
1908,9182,1
1908,9806,1
1908,10552,1
1908,12909,1
1908,13968,1
1909,2351,1
1909,2560,1
1909,3345,1
1909,4055,1
1909,6090,1
1909,6208,1
1909,7177,1
1909,7261,1
1909,8816,1
1909,9161,1
1909,9564,1
1909,9698,1
1909,10596,1
1909,10701,1
1909,10728,1
1909,11805,1
1909,13634,1
1909,13867,1
1910,2572,1
1910,2613,1
1910,8806,1
1910,9494,1
1911,9420,1
1911,10934,1
1911,14406,1
1912,5806,1
1912,7636,1
1913,13512,1
1913,14393,1
1914,14132,1
1915,4062,1
1915,7169,1
1915,8830,1
1915,9065,1
1916,2636,1
1916,3498,1
1916,5650,1
1917,8958,2
1918,2424,1
1918,3478,1
1918,10342,1
1918,14726,1
1919,2466,1
1919,2661,1
1919,12397,1
1920,5509,1
1920,7565,1
1920,11841,1
1921,12926,1
1921,14556,1
1922,6163,2
1922,11266,2
1922,12121,1
1923,3488,1
1923,4672,1
1924,3588,1
1925,4367,1
1925,5512,1
1925,6883,1
1925,7877,1
1925,8331,1
1926,3320,1
1926,3381,1
1926,4318,1
1926,10751,1
1926,14023,1
1926,14228,1
1927,4184,1
1927,4373,1
1927,11569,1
1928,7522,1
1928,12992,1
1928,13021,1
1929,5947,1
1929,6975,1
1929,7550,1
1929,11410,1
1929,12116,1
1929,14339,1
1930,5121,1
1930,5976,1
1930,14643,1
1931,2498,1
1931,3000,1
1931,10325,1
1931,11081,1
1931,13739,1
1931,14463,1
1932,2284,1
1932,2553,2
1932,13363,2
1933,2832,1
1933,5202,1
1933,6575,1
1933,8679,1
1933,12591,1
1934,4214,1
1934,7454,1
1934,8895,1
1935,9182,1
1935,11747,1
1935,12909,1
1936,5002,1
1936,8096,1
1937,4642,1
1937,15097,1
1938,4088,1
1938,5044,1
1938,9253,1
1939,3734,1
1939,6015,1
1939,7385,1
1939,9575,1
1940,7162,1
1940,7283,1
1940,7733,1
1940,9980,1
1940,11037,1
1940,12308,1
1941,4633,1
1941,9582,1
1941,12129,1
1942,2721,1
1942,3028,1
1942,5599,1
1942,7081,1
1942,13703,1
1943,9849,1
1944,1962,1
1944,4223,3
1944,10873,1
1944,10906,2
1944,14671,3
1945,8109,1
1945,9005,1
1946,2151,1
1946,4465,1
1946,4688,1
1946,10632,1
1946,13946,1
1947,7382,1
1948,2485,1
1948,7028,1
1948,10353,1
1948,11185,1
1948,11429,1
1948,13920,1
1949,8457,1
1949,8505,1
1949,10010,1
1949,14162,1
1950,4244,1
1950,13355,1
1950,14989,1
1951,7190,1
1951,9685,1
1951,10088,1
1951,10857,1
1952,2028,1
1953,2242,3
1953,3079,1
1953,3270,2
1953,4335,1
1953,4436,2
1953,6154,2
1953,7594,1
1953,8181,1
1953,8383,1
1953,8732,1
1953,9999,2
1953,10314,1
1953,11964,1
1954,5393,1
1955,12997,1
1956,2650,1
1956,11141,1
1956,12273,1
1956,13043,1
1957,3953,1
1957,7260,1
1957,11193,1
1958,2627,2
1958,3025,2
1958,6526,1
1958,13344,1
1959,3344,1
1959,4094,1
1959,12006,1
1959,13259,1
1959,13321,1
1959,13615,1
1960,2800,1
1960,3064,1
1960,3974,2
1960,4002,1
1960,4519,1
1960,5557,1
1960,7438,2
1960,7657,1
1960,7835,1
1960,9833,1
1960,10593,2
1960,10814,1
1960,11130,1
1960,13097,2
1960,13367,1
1960,13715,1
1961,2922,1
1961,10104,1
1961,10648,1
1961,11504,1
1961,12601,1
1962,4223,1
1962,10873,1
1962,14671,1
1963,2175,1
1963,2685,1
1963,4890,1
1963,6623,1
1963,12081,1
1963,12707,1
1963,13270,1
1963,13498,1
1963,15171,1
1964,8666,1
1964,10246,1
1965,2828,1
1965,6638,1
1965,7680,1
1965,10517,1
1965,12813,1
1965,14468,1
1966,4427,1
1966,7725,1
1966,8030,1
1966,12045,1
1966,12430,2
1967,2061,1
1967,7702,1
1967,12958,1
1968,2376,2
1968,4334,2
1968,7769,2
1968,8450,2
1968,8831,2
1968,9307,2
1968,12196,2
1969,2361,2
1969,7802,2
1969,10013,2
1969,12000,1
1969,12269,2
1970,5622,1
1970,7336,1
1970,8141,1
1970,10200,1
1970,10705,1
1972,3203,1
1972,3968,1
1972,6862,1
1973,2103,1
1973,4891,1
1973,10374,1
1974,4568,1
1975,7933,1
1976,7560,1
1977,3546,1
1978,13207,1
1978,13339,1
1979,11017,1
1980,4318,1
1980,4667,1
1980,7200,1
1980,7848,1
1980,8427,1
1980,8502,1
1980,8730,1
1980,9690,1
1980,11800,1
1981,6378,1
1982,6494,1
1982,7043,1
1982,8292,1
1982,13372,1
1983,8890,1
1984,2605,1
1984,3403,1
1984,5870,2
1984,6339,1
1984,6525,1
1984,8663,1
1984,9107,1
1984,11249,1
1984,12895,1
1985,6846,1
1985,10702,1
1985,11947,1
1986,5071,2
1986,11715,2
1986,13550,1
1986,14670,2
1987,3832,1
1987,12011,1
1988,2299,1
1988,9050,2
1988,14828,1
1989,4271,1
1989,5036,1
1989,7093,1
1989,7741,1
1989,11877,1
1989,12530,3
1989,12981,1
1989,13833,3
1990,5678,1
1991,2622,1
1991,4295,2
1991,5349,2
1991,12937,1
1992,3510,1
1992,5997,1
1992,9235,1
1992,10106,1
1992,10590,1
1993,2187,1
1993,12488,1
1993,13309,1
1994,2607,1
1994,12322,1
1994,12637,1
1994,14786,1
1995,4695,1
1995,6101,1
1995,6110,1
1995,14115,1
1996,6318,1
1996,10352,1
1998,2394,1
1998,8435,1
1998,15294,1
1999,2025,1
1999,2669,2
1999,3517,2
1999,10286,1
1999,11849,1
1999,13303,1
1999,14251,2
2000,2763,3
2000,6059,1
2000,7300,3
2000,8348,2
2000,8549,3
2000,10748,1
2000,12385,3
2001,4140,1
2001,8594,1
2001,15297,1
2002,6577,1
2003,3780,1
2003,11475,2
2003,13714,1
2003,14850,1
2003,15213,1
2003,15225,1
2004,4432,1
2004,5664,1
2004,10777,1
2005,4504,1
2005,5239,1
2005,5701,1
2005,13363,1
2006,8646,1
2007,3757,1
2007,4052,1
2008,2962,1
2008,3943,1
2008,7293,1
2008,13980,1
2009,3111,1
2009,10989,1
2010,4161,1
2011,2021,2
2011,4541,1
2011,7758,1
2011,8180,2
2011,8702,2
2011,14663,2
2012,2181,1
2012,3175,1
2012,7117,1
2012,9994,1
2012,11267,1
2012,14646,1
2012,14998,1
2014,13364,1
2014,15149,1
2015,10823,1
2015,14871,1
2016,4125,1
2016,4842,1
2016,6828,1
2016,13831,1
2016,15108,1
2017,9594,1
2017,11477,1
2018,9595,1
2019,12946,1
2020,5386,1
2021,4541,1
2021,7758,1
2021,8180,2
2021,8702,2
2021,14663,2
2022,11870,1
2023,2917,1
2023,2919,2
2023,6941,1
2023,8315,2
2023,10118,1
2023,10373,2
2023,14155,2
2023,14741,1
2024,2581,1
2024,2904,1
2024,5086,1
2024,5120,1
2024,13108,1
2025,2669,1
2025,3517,1
2025,4904,1
2025,5144,1
2025,6547,1
2025,7500,1
2025,8243,1
2025,9115,1
2025,10407,1
2025,12566,1
2025,14024,1
2025,14251,1
2026,7126,1
2026,10322,1
2026,12122,1
2026,13039,1
2026,14608,1
2027,8046,1
2027,12297,1
2029,2511,1
2029,5020,1
2029,8557,1
2029,8933,1
2029,14217,1
2030,2410,1
2030,5566,1
2030,5646,1
2030,13555,1
2031,14097,1
2032,12102,2
2033,6929,1
2033,9866,1
2033,10429,1
2034,9605,1
2034,12391,1
2034,15027,1
2035,4483,1
2035,7535,1
2035,8137,1
2036,9838,1
2037,7027,1
2038,2046,1
2038,3042,1
2038,8869,1
2038,10529,1
2039,13143,1
2039,14627,1
2040,8487,1
2040,9597,1
2040,14470,1
2041,2184,1
2041,5343,1
2041,6640,1
2041,14912,1
2041,15260,1
2042,10874,1
2042,12428,1
2042,14909,1
2042,14974,1
2043,5805,1
2043,14941,1
2044,2970,1
2045,3277,1
2045,4607,1
2046,3042,1
2046,8869,1
2046,10529,1
2047,6947,1
2047,9607,1
2047,10636,1
2047,12133,1
2048,5800,1
2048,9421,1
2048,13100,1
2049,5854,1
2049,10180,2
2049,10641,1
2049,13697,2
2050,12561,1
2052,4954,1
2053,6954,2
2053,12506,2
2053,12714,2
2054,4853,1
2054,10264,1
2054,13544,1
2054,13835,1
2055,6004,1
2055,12327,1
2055,12974,1
2056,2913,1
2056,4278,1
2056,5363,1
2057,2835,1
2057,5063,1
2057,6076,1
2058,5851,1
2058,10143,1
2058,13752,1
2058,13952,1
2059,7091,1
2059,8227,1
2059,9554,1
2059,10997,1
2059,13693,1
2060,2769,1
2060,12669,1
2060,12886,1
2061,7702,1
2061,12958,1
2062,13216,1
2062,14389,1
2063,3718,1
2063,5664,1
2063,6011,1
2063,6310,1
2063,11406,1
2063,12562,1
2063,14423,1
2064,3274,1
2064,11334,1
2065,8472,1
2065,10083,1
2065,14542,1
2066,4698,1
2066,7033,1
2066,11762,1
2067,8865,1
2067,9075,1
2067,14340,1
2068,2688,1
2068,3712,1
2068,11880,1
2069,2706,1
2069,8278,1
2070,8545,1
2070,8667,1
2070,9581,2
2071,9826,1
2071,14730,1
2072,5953,1
2072,8874,1
2073,3827,1
2073,7486,1
2073,14111,1
2075,3959,1
2076,14346,1
2077,7913,1
2077,12448,1
2077,14484,1
2078,3279,1
2078,6550,1
2078,11445,1
2078,12113,1
2078,12991,1
2079,6515,1
2080,4222,1
2080,4274,1
2080,4537,1
2080,13368,1
2081,5271,1
2081,7590,1
2082,3926,1
2082,7956,1
2082,9965,1
2083,2306,1
2083,4616,1
2083,9771,1
2084,2165,2
2084,2837,2
2084,4051,2
2084,10737,1
2084,11248,2
2084,14144,1
2084,14262,2
2084,14874,2
2085,8758,1
2086,7133,1
2087,2246,1
2087,15075,1
2088,4058,1
2088,4480,1
2088,4793,1
2088,8734,1
2088,10904,1
2089,4715,1
2089,7042,1
2089,7833,1
2090,2949,1
2090,6773,1
2090,9207,1
2090,13957,1
2091,6102,1
2091,6511,1
2091,11667,1
2091,13750,1
2092,6008,1
2092,7903,1
2092,8848,1
2092,12319,1
2092,12760,1
2093,8503,1
2093,10173,1
2094,3037,1
2094,8104,1
2094,8288,1
2094,12866,1
2095,5433,1
2095,6319,1
2095,6357,1
2095,6817,1
2095,7482,1
2095,8294,1
2095,9959,1
2095,11376,1
2095,12255,1
2096,4481,2
2096,9144,1
2096,12214,3
2096,12335,3
2096,14586,1
2097,8571,1
2097,10871,1
2098,11255,1
2098,12201,1
2098,14117,1
2098,14630,1
2099,2426,1
2099,2912,1
2099,3174,1
2099,4464,1
2099,4696,1
2099,14210,1
2100,2750,1
2100,8999,1
2101,8249,1
2101,13837,1
2102,10004,1
2102,14879,1
2103,10374,2
2103,12331,1
2104,5210,2
2104,13828,2
2105,7183,1
2105,8441,1
2105,9694,1
2105,10220,1
2105,11450,1
2106,5876,1
2106,6470,1
2106,12131,1
2106,12163,1
2106,12777,1
2106,13161,1
2106,14126,1
2107,5931,1
2107,12794,1
2108,3144,1
2108,8214,1
2108,8678,1
2108,9155,1
2109,4388,1
2109,9122,1
2110,7185,1
2110,11418,1
2110,12961,1
2111,7970,1
2111,9245,1
2111,10003,1
2111,12671,1
2111,12787,1
2112,2677,1
2112,6545,1
2112,6827,1
2112,8423,1
2112,9119,1
2112,12213,1
2113,5577,1
2113,6008,1
2113,11826,1
2114,9684,1
2114,11751,1
2114,12250,1
2115,3139,1
2115,8644,1
2115,9165,1
2115,9665,1
2115,10276,1
2116,4192,1
2116,5009,1
2116,5111,1
2116,11967,1
2116,13818,1
2118,5084,1
2118,14950,1
2119,8602,1
2119,9479,1
2119,9707,1
2120,10081,1
2120,11212,1
2121,12803,1
2122,5270,1
2123,2782,1
2123,7510,1
2123,8393,1
2123,10021,1
2124,9041,1
2124,10929,1
2124,11383,1
2125,4381,1
2125,6311,1
2126,5846,1
2126,9468,1
2126,14025,1
2127,7354,1
2128,3519,1
2128,4196,1
2128,6858,1
2128,11749,2
2128,12430,1
2129,2480,1
2129,4405,1
2129,4475,1
2129,13357,1
2130,3663,1
2130,8267,1
2131,5368,1
2131,5428,1
2131,5624,2
2131,9002,1
2131,9200,2
2131,11641,2
2131,14773,2
2132,6243,1
2132,7518,1
2132,8568,1
2132,10555,1
2132,11810,1
2133,3905,1
2133,8035,1
2133,10850,1
2133,13141,1
2133,13964,1
2133,14925,1
2134,5638,1
2134,5682,1
2134,13793,1
2135,3564,1
2135,3781,1
2136,5088,3
2136,14150,3
2137,4080,1
2137,8764,1
2137,10848,1
2137,11912,1
2138,3129,1
2138,7317,1
2139,11232,1
2140,2223,1
2140,5510,1
2140,7235,1
2140,10356,1
2140,10405,1
2140,12421,1
2140,15036,1
2141,2728,1
2141,7509,1
2142,4179,1
2143,5874,1
2143,11919,1
2143,13370,1
2143,13620,1
2144,2851,1
2144,6277,1
2144,6814,1
2144,7798,1
2144,8777,2
2144,9117,1
2145,3141,1
2145,8615,1
2146,9496,1
2147,6837,1
2148,5288,1
2150,6169,1
2150,13692,1
2151,4465,1
2151,4688,1
2151,10632,1
2151,13946,1
2152,4859,1
2154,6095,1
2154,11865,1
2154,14529,1
2155,8866,1
2155,10265,1
2156,12245,1
2157,2721,1
2157,3000,1
2157,3994,1
2157,4834,1
2157,5139,1
2157,6377,2
2157,8575,1
2157,9591,2
2157,13336,1
2157,13710,3
2157,13754,1
2157,14174,1
2158,2473,1
2158,5695,1
2158,6960,1
2158,7885,1
2158,11696,1
2158,12074,1
2159,4107,1
2159,6504,1
2159,9936,1
2159,9945,1
2159,13954,1
2160,2852,1
2160,2939,1
2160,3544,1
2160,5308,1
2160,12706,1
2160,13690,1
2161,9025,1
2161,11097,1
2162,3006,1
2162,8176,1
2162,14286,1
2163,3071,1
2164,10043,2
2164,11077,1
2164,11633,2
2164,12770,2
2165,2837,2
2165,4051,2
2165,10737,1
2165,11248,2
2165,14144,1
2165,14262,2
2165,14874,2
2166,2517,1
2166,9970,1
2166,14044,1
2166,14502,1
2167,7379,1
2167,9872,1
2167,14206,1
2168,2302,1
2168,3776,1
2168,6903,1
2168,7675,1
2168,8700,1
2168,10079,1
2169,11197,1
2169,12560,1
2169,14971,1
2170,3470,1
2170,11148,1
2171,4124,1
2171,11133,1
2171,11515,1
2171,15053,1
2172,5787,1
2172,10530,1
2172,10783,1
2173,14667,1
2173,14966,1
2174,8234,1
2174,12066,1
2174,13011,1
2175,2685,1
2175,4890,1
2175,6623,1
2175,12081,1
2175,12707,1
2175,13270,1
2175,13498,1
2175,15171,1
2176,6266,1
2176,12247,1
2176,12811,1
2176,13306,1
2177,5511,2
2177,13540,1
2177,14010,1
2177,14013,2
2178,7610,1
2178,12701,1
2178,12996,1
2179,4700,1
2180,4193,1
2181,7117,1
2181,11267,1
2181,14998,1
2182,6376,1
2182,13731,1
2182,14165,1
2182,14336,1
2183,4215,1
2183,5411,1
2183,10388,1
2183,12398,1
2184,3732,1
2184,5343,1
2184,5498,1
2184,5875,1
2184,6235,1
2184,6615,1
2184,6640,1
2184,7207,1
2184,7850,1
2184,7870,3
2184,8761,1
2184,8925,1
2184,8981,1
2184,8994,1
2184,11242,1
2184,11853,1
2184,12654,3
2184,12828,3
2184,13400,1
2184,13796,1
2184,14574,1
2184,14912,1
2184,15260,1
2185,4296,1
2185,4795,1
2185,6363,1
2185,8580,1
2185,12054,1
2186,2511,1
2186,5108,1
2186,8232,1
2186,9818,1
2186,9970,1
2186,10466,1
2186,10613,1
2186,13322,1
2186,13590,1
2186,14234,1
2186,14392,1
2187,12488,1
2187,13309,1
2188,10527,1
2188,12697,1
2189,11537,1
2190,6391,1
2190,7374,1
2191,2833,1
2191,6854,1
2191,10311,1
2191,12901,1
2192,8325,1
2192,14845,1
2193,4626,1
2194,5480,1
