Source,Target,Weight
5545,14553,1
5545,14588,1
5546,13807,1
5547,7818,3
5547,7902,3
5547,8860,1
5547,9217,1
5547,11528,1
5549,11788,1
5549,13009,1
5550,6669,1
5550,6704,1
5550,11043,1
5551,6690,1
5551,14543,1
5552,8595,1
5552,9153,1
5553,6567,1
5553,8834,1
5553,12831,1
5553,13511,1
5554,12027,1
5554,13240,1
5554,14228,1
5555,14019,1
5556,7009,1
5556,9666,1
5557,7835,1
5557,9833,1
5557,11130,1
5558,7889,1
5559,9112,1
5559,9470,1
5559,12234,1
5559,14048,1
5560,8137,1
5560,9777,1
5560,10525,1
5561,13102,1
5562,11483,1
5564,6886,1
5564,8598,1
5564,9233,1
5565,8378,1
5565,10333,1
5566,5646,2
5566,13555,1
5567,6986,1
5567,11075,1
5569,7178,1
5569,7357,1
5569,7442,1
5569,8549,1
5569,11421,2
5569,13790,1
5569,14559,1
5569,14729,1
5570,7861,1
5570,12662,1
5572,6617,1
5572,7866,1
5573,13783,1
5574,12283,1
5575,6555,1
5576,6778,1
5576,7491,1
5576,9016,1
5576,11332,1
5576,12975,1
5576,13214,1
5576,13880,1
5577,5830,1
5577,6008,1
5577,8656,2
5577,9305,2
5577,9843,3
5577,9979,2
5577,10593,1
5577,12413,1
5577,14640,1
5577,14865,2
5578,7499,1
5578,8733,1
5578,9049,1
5578,9224,1
5579,7687,2
5579,11708,2
5580,9796,1
5581,8482,1
5582,9169,2
5582,10377,1
5583,10869,1
5583,11959,1
5584,7416,2
5584,13608,1
5585,9764,2
5585,9844,2
5586,9319,1
5586,10409,1
5588,6299,1
5588,11766,1
5589,8502,1
5589,12032,1
5589,14251,1
5590,6509,1
5590,6997,1
5590,7143,1
5590,7843,1
5590,10303,1
5590,10550,1
5590,12622,1
5590,14924,1
5591,10073,1
5591,13319,1
5591,14481,1
5592,10461,1
5592,14624,1
5593,7182,1
5593,10514,1
5593,11277,1
5594,7072,1
5594,13394,1
5595,6013,1
5595,8731,1
5595,11811,1
5596,13046,1
5596,13943,1
5597,5651,1
5597,7138,1
5597,7554,1
5598,10211,1
5598,14937,1
5599,7081,1
5599,13703,1
5600,7052,1
5601,10520,1
5601,11323,1
5601,11733,1
5601,14932,1
5602,8197,1
5603,8747,1
5603,13893,1
5604,7936,1
5604,13463,1
5606,6007,1
5606,7502,1
5606,9089,1
5606,10254,1
5607,12265,3
5607,12890,2
5607,14335,2
5607,15182,3
5608,8184,1
5608,10532,1
5608,15002,1
5609,10034,1
5610,14749,1
5611,6039,1
5611,6303,2
5611,6494,1
5611,7294,1
5611,7495,1
5611,8492,1
5611,8904,1
5611,9101,2
5611,9109,1
5611,10238,1
5611,10350,1
5611,10638,1
5611,11083,1
5611,11819,1
5611,14214,1
5611,14418,1
5611,14648,1
5611,14839,1
5611,14895,1
5611,14985,1
5612,8621,1
5612,11465,1
5613,12927,1
5613,13204,1
5613,15023,1
5614,11087,1
5615,5821,1
5615,6157,1
5616,11205,1
5617,9225,1
5618,9236,1
5618,10742,1
5618,12683,1
5618,12800,1
5619,10163,2
5619,11086,2
5620,6693,1
5620,11615,1
5621,7332,2
5621,10541,2
5621,14827,1
5621,15130,2
5622,8141,1
5622,10705,1
5623,9865,1
5623,10776,1
5624,8243,1
5624,9002,1
5624,9200,2
5624,9705,1
5624,10893,1
5624,11095,1
5624,11463,1
5624,11574,1
5624,11641,5
5624,11798,1
5624,12621,1
5624,13098,1
5624,14063,1
5624,14258,1
5624,14567,1
5624,14773,4
5625,5783,1
5625,6080,1
5625,6427,1
5625,10996,1
5625,12348,1
5625,12510,1
5626,9023,1
5626,10892,1
5627,5664,1
5627,8296,1
5627,8786,1
5627,8838,1
5627,11182,1
5627,12727,1
5627,13334,1
5628,6036,1
5628,7269,1
5629,6428,3
5629,13773,3
5629,14495,3
5630,9425,1
5630,12136,1
5631,9790,1
5632,14851,1
5633,5913,1
5634,5973,2
5634,6168,2
5634,6971,2
5634,7195,1
5634,7663,1
5634,10058,1
5635,10018,1
5635,10781,1
5635,12356,1
5636,7973,1
5636,12688,1
5637,7840,1
5637,13477,1
5637,14590,1
5638,5682,1
5638,13793,1
5639,5664,1
5639,6096,1
5639,8934,1
5639,12860,1
5640,6362,1
5640,12570,1
5641,8781,1
5641,10958,1
5641,11424,1
5642,10194,1
5643,14613,1
5645,6582,1
5645,12869,1
5645,14942,1
5646,8065,1
5646,13555,1
5647,6755,1
5647,8851,1
5647,12374,1
5648,13254,1
5649,6282,1
5649,11567,1
5649,14347,1
5649,15140,1
5651,7138,1
5651,7554,1
5652,6159,1
5652,6351,1
5652,11162,1
5653,11641,1
5653,12424,1
5653,14773,1
5654,6336,1
5654,8390,1
5654,11073,1
5655,6151,1
5655,6469,1
5655,7869,1
5656,5963,1
5656,6692,1
5656,10253,1
5656,13706,1
5656,14469,1
5657,7058,1
5658,9651,1
5658,10925,1
5659,11532,1
5659,13759,1
5659,14454,1
5660,14892,1
5661,14796,1
5662,11845,1
5664,6011,1
5664,6065,1
5664,6094,1
5664,6096,1
5664,6273,1
5664,6310,1
5664,6950,2
5664,7171,2
5664,7263,1
5664,8786,1
5664,8838,1
5664,8934,1
5664,9019,1
5664,9738,1
5664,10777,1
5664,11251,1
5664,11406,1
5664,11474,1
5664,11621,1
5664,11910,1
5664,12562,1
5664,12727,1
5664,12860,1
5664,13701,1
5664,14423,1
5664,14734,1
5665,5871,1
5665,6221,1
5665,6490,1
5665,10274,1
5665,13584,1
5666,10710,1
5666,14793,1
5667,10229,1
5668,11780,1
5669,14264,1
5670,6388,1
5670,8815,1
5671,8765,1
5671,10313,1
5671,13723,1
5672,8928,1
5672,10364,1
5672,11131,1
5674,7809,1
5674,9134,1
5674,10719,1
5676,11960,1
5676,12623,1
5676,12750,1
5676,14147,1
5677,5781,1
5677,7052,1
5677,14511,1
5679,9930,1
5680,7015,1
5681,9382,1
5681,9521,1
5681,9580,1
5681,11521,1
5681,12832,1
5682,13793,1
5683,8872,1
5683,12956,1
5683,14447,1
5685,12467,1
5686,6955,1
5686,7151,1
5686,8048,1
5686,8149,1
5686,8655,1
5686,10799,3
5686,12911,1
5686,14065,1
5687,6140,1
5687,9760,1
5687,11893,1
5688,9984,1
5689,8932,1
5689,10432,1
5690,12596,1
5690,13255,1
5691,8796,1
5692,9749,1
5692,10796,1
5692,14591,1
5693,6494,1
5693,10128,1
5693,10855,1
5693,11877,1
5693,13338,1
5694,10120,1
5694,12736,1
5695,6960,1
5695,7885,1
5695,11696,1
5695,12074,1
5696,9361,1
5697,6103,1
5697,8251,1
5697,11021,1
5697,14769,1
5698,6343,1
5698,9647,1
5699,15063,1
5700,5944,1
5700,9834,1
5701,13363,1
5702,6183,1
5702,6568,1
5702,6587,1
5702,6806,1
5702,7815,1
5702,11368,1
5702,11455,1
5702,12126,1
5702,12177,1
5702,12480,1
5702,14482,1
5702,15057,1
5703,8998,1
5703,9383,1
5704,9963,1
5705,6293,1
5705,7256,1
5706,8355,1
5706,8485,1
5707,10784,1
5708,9747,1
5709,8370,1
5709,10384,1
5710,9634,1
5710,11758,1
5710,13125,1
5710,14848,1
5711,6613,1
5711,7787,1
5711,8466,1
5711,10147,1
5711,10232,1
5711,11022,1
5711,12339,1
5711,12444,1
5711,13088,1
5711,14957,1
5711,14982,1
5712,7639,1
5712,10738,1
5713,6992,1
5713,8741,1
5713,10196,1
5713,12930,1
5714,5758,1
5714,10419,1
5714,10846,1
5714,12780,1
5715,7278,1
5715,12918,1
5718,8129,1
5718,10587,1
5718,13429,1
5718,14086,1
5719,6953,1
5719,11750,1
5719,15203,1
5720,14432,1
5723,9188,1
5723,10523,1
5724,9672,1
5725,5754,1
5725,9514,1
5725,10237,1
5727,10224,1
5728,6549,1
5728,10804,1
5728,13504,1
5728,14622,1
5729,8047,1
5729,12253,1
5729,14274,1
5729,14865,1
5730,11568,1
5731,8744,1
5731,8830,1
5731,14163,2
5731,15123,1
5732,6084,1
5732,6588,1
5732,7785,1
5733,13738,1
5734,10739,1
5734,15079,1
5735,14300,2
5736,5800,1
5736,9421,1
5738,11112,1
5738,12239,1
5738,14243,1
5739,13495,1
5740,7705,1
5742,8007,1
5742,13860,1
5743,6394,1
5743,13184,1
5743,13494,1
5743,13658,1
5744,7017,1
5744,7190,1
5744,7321,2
5744,10753,1
5744,11752,1
5745,12106,1
5746,14190,1
5747,7247,1
5747,13302,1
5749,7170,1
5749,9902,1
5749,15131,1
5750,10471,1
5751,5906,1
5751,9503,1
5751,11523,1
5752,7343,1
5752,7597,1
5752,8737,1
5752,13829,1
5753,6777,1
5753,13115,1
5754,9514,1
5754,10237,1
5755,13314,1
5756,6533,1
5757,7810,1
5757,14360,1
5758,10419,1
5758,10846,1
5758,12780,1
5759,14709,1
5760,13461,1
5761,7390,1
5761,8060,1
5761,9096,1
5761,10899,2
5761,13518,2
5763,13343,1
5764,6185,1
5765,11876,1
5767,13356,1
5767,14516,1
5768,11416,1
5768,13211,1
5770,15121,1
5771,11652,1
5771,13244,1
5772,7174,1
5773,6739,1
5773,7340,1
5773,7820,1
5773,8549,1
5773,12481,1
5773,12541,1
5774,9713,1
5774,13758,1
5776,6566,1
5776,7351,1
5776,8785,1
5776,13076,1
5776,14139,1
5776,14509,1
5777,7251,1
5777,7257,1
5777,8910,1
5777,14794,1
5778,6245,1
5778,6356,1
5778,13743,1
5778,15228,1
5780,8684,1
5780,14975,1
5780,15223,1
5781,7052,1
5781,14511,1
5782,10397,1
5783,6080,1
5783,6427,1
5783,10996,1
5783,12348,1
5783,12510,1
5785,8964,1
5786,8527,1
5787,9482,1
5787,10530,1
5787,10783,2
5787,14304,1
5788,9182,1
5788,9967,1
5788,11533,1
5789,7521,1
5789,8131,1
5789,14792,1
5790,15248,3
5791,6083,1
5791,9718,1
5791,10575,1
5791,11124,1
5791,14442,1
5792,8025,1
5792,12703,1
5792,12710,1
5793,6448,1
5793,10347,1
5794,13679,1
5795,10454,1
5795,15088,1
5796,9989,1
5796,10323,1
5797,7735,1
5797,8561,1
5797,8796,1
5798,7159,1
5798,9167,1
5798,9321,1
5799,10920,1
5800,9421,2
5800,13100,1
5801,6470,2
5801,9545,1
5801,9646,1
5801,10230,1
5801,11344,2
5801,12131,1
5801,12777,1
5801,13161,1
5801,13360,2
5801,14126,4
5802,6121,1
5803,5905,1
5803,7492,1
5803,10671,1
5805,14941,1
5806,7636,1
5807,7444,2
5807,9614,1
5807,11039,1
5807,11155,1
5807,11173,1
5807,12499,1
5807,12517,1
5807,12971,1
5807,13199,1
5807,13614,1
5807,13997,1
5807,14403,1
5808,10575,1
5808,14442,1
5809,6024,1
5809,9850,1
5809,14461,1
5812,8259,1
5813,14606,1
5813,14872,1
5814,14539,1
5816,7732,1
5817,8069,1
5818,7847,1
5819,6643,1
5819,15160,1
5820,10538,1
5821,6157,1
5822,10695,1
5822,11482,1
5824,8886,1
5824,9311,1
5824,11476,1
5824,11881,1
5824,13289,1
5824,13616,1
5824,13885,1
5825,10986,1
5825,11611,1
5825,12940,1
5825,13094,1
5826,8534,1
5827,10142,1
5828,8265,1
5828,8787,1
5828,12230,1
5828,12925,1
5829,9939,1
5829,12441,1
5830,12413,1
5832,7469,2
5832,7715,1
5832,9826,1
5832,9873,2
5832,11045,1
5832,11854,1
5832,13797,1
5833,10422,1
5834,10642,1
5834,12286,1
5835,11235,1
5835,13303,1
5836,10204,1
5837,9616,1
5838,8421,1
5840,6875,1
5840,15126,1
5841,14963,1
5842,6240,1
5842,8723,1
5842,14946,1
5843,6923,1
5844,6256,1
5844,7750,1
5844,12457,1
5844,13251,1
5845,15113,1
5846,9468,1
5846,14025,1
5847,6906,1
5847,9164,1
5847,10171,1
5848,7158,1
5848,7520,1
5848,9015,1
5848,11375,1
5848,13985,1
5849,7135,1
5849,7259,1
5849,7340,1
5849,7401,1
5849,10100,1
5849,10731,1
5849,13948,1
5849,14112,1
5850,7630,1
5850,7830,1
5850,14391,1
5851,10143,1
5851,13752,1
5851,13952,1
5852,6034,1
5852,11860,1
5853,8969,1
5854,10180,1
5854,13697,1
5855,6368,1
5855,6439,1
5856,11462,1
5856,11529,1
5857,5869,1
5857,10540,1
5858,6656,1
5859,13642,1
5859,14924,1
5860,8328,1
5860,8949,1
5860,13486,1
5861,6561,1
5861,8849,1
5861,10164,1
5862,10052,1
5864,8613,1
5864,10627,1
5864,13372,1
5865,15107,1
5866,6800,1
5866,8114,1
5866,13552,1
5866,14514,1
5867,8746,1
5867,13138,1
5867,13496,1
5868,11513,1
5868,11999,2
5869,10540,1
5870,6339,1
5870,8663,1
5870,9107,1
5870,9414,1
5871,6221,1
5871,6490,1
5871,10274,1
5871,13584,1
5872,6868,1
5873,13459,1
5873,13780,1
5874,11919,1
5874,13370,1
5874,13620,1
5875,14574,1
5876,6470,1
5876,12131,1
5876,12163,1
5876,12777,1
5876,13161,1
5876,14126,1
5877,7976,1
5877,12289,1
5878,7611,1
5878,14281,1
5879,9570,1
5880,9915,1
5880,9925,1
5880,10862,1
5880,12392,1
5882,7100,1
5882,7433,1
5882,7897,1
5882,10031,1
5882,10095,1
5882,12516,1
5882,13564,1
5882,14020,1
5882,15064,1
5883,7683,1
5883,9913,1
5883,13602,1
5883,14633,1
5884,8051,1
5884,15070,1
5885,8958,1
5885,10753,1
5885,11706,1
5886,13168,1
5887,8558,1
5887,14884,1
5888,7328,1
5888,8177,1
5890,6246,1
5890,7333,1
5890,8348,1
5892,14164,1
5892,14673,1
5894,8570,1
5894,10503,1
5894,10661,1
5895,7641,1
5895,9210,1
5896,6340,1
5897,6097,1
5897,9463,1
5897,10949,1
5897,13907,1
5897,14830,1
5898,10070,1
5898,12242,1
5898,12731,1
5899,6381,1
5899,13918,1
5900,12728,1
5900,13010,2
5900,13289,2
5901,6787,1
5901,8524,1
5901,8829,2
5901,9011,1
5901,10006,1
5902,5973,1
5902,6212,1
5902,7666,1
5902,8235,1
5902,10813,1
5902,14217,1
5903,8342,1
5903,13937,1
5905,7492,1
5905,10671,1
5906,11523,1
5907,9710,1
5908,8808,3
5908,9828,1
5908,10285,1
5908,13155,2
5908,14059,3
5908,14137,3
5909,10933,1
5909,13549,1
5910,7799,1
5911,11482,1
5911,13708,1
5912,8077,1
5912,12978,1
5916,10581,1
5917,7016,1
5917,7774,1
5918,6384,1
5918,11391,1
5919,6312,1
5919,7665,1
5919,7867,1
5919,11763,1
5920,7255,1
5920,14375,1
5921,6035,1
5921,7279,1
5921,7922,1
5922,10169,1
5923,6051,1
5924,12025,1
5925,7466,1
5925,10374,1
5926,9047,1
5926,9368,1
5926,10338,1
5926,11113,1
5926,13140,1
5926,14938,1
5927,10120,1
5927,11706,1
5928,8591,1
5928,13784,1
5929,9743,2
5930,7581,2
5930,7846,1
5931,12794,1
5932,6597,1
5932,6848,1
5933,8546,1
5933,14684,1
5933,15304,1
5936,8246,2
5936,10881,2
5936,10951,2
5937,8735,2
5937,8759,2
5938,7645,1
5938,7942,1
5938,11093,1
5939,7775,1
5939,10792,1
5939,11770,1
5939,13381,1
5940,14050,1
5941,14876,1
5943,9946,1
5944,9834,1
5945,12974,1
5946,7230,1
5946,11606,1
5946,11813,1
5947,6975,1
5947,7550,1
5947,11410,1
5947,12116,1
5947,14339,1
5948,8845,1
5948,11745,1
5949,14960,1
5950,6300,1
5950,7040,1
5950,13149,1
5951,8095,1
5952,10373,2
5952,14155,2
5953,8874,1
5954,9943,1
5954,13789,1
5954,15048,1
5955,5996,1
5955,8091,1
5955,11057,1
5955,12564,1
5955,13548,1
5956,9212,1
5957,14855,1
5959,12542,1
5959,12657,1
5959,14764,1
5960,7761,1
5960,12505,1
5961,7324,1
5961,8911,1
5961,10460,1
5961,11419,1
5962,10663,1
5962,15257,1
5963,6692,2
5963,10253,2
5963,10557,1
5963,13706,2
5963,14469,2
5964,9412,1
5964,13548,1
5965,15265,1
5966,7514,1
5966,9035,1
5966,11068,1
5966,12802,1
5967,10360,1
5967,11457,1
5967,11906,1
5968,8347,1
5968,8622,1
5968,9491,1
5968,13652,1
5969,7446,1
5969,10245,1
5969,12242,1
5969,12407,1
5969,13576,1
5969,14924,1
5970,6210,1
5970,7247,1
5970,11164,1
5972,6881,1
5972,9881,1
5973,6168,3
5973,6325,1
5973,6971,3
5973,7195,2
5973,7663,1
5973,7666,1
5973,9324,1
5973,9554,1
5973,10058,1
5973,10960,2
5973,12340,1
5973,12603,1
5974,7236,2
5974,14456,1
5974,14902,1
5975,14208,1
5976,7497,1
5976,8549,1
5976,14643,1
5977,6233,1
5977,9862,1
5977,13224,1
5978,12629,1
5978,13917,1
5979,6474,1
5979,7529,1
5979,15089,1
5980,7883,1
5981,7152,1
5981,8585,1
5982,7420,1
5982,9565,1
5982,10983,1
5982,11820,1
5983,10001,1
5984,7189,1
5984,8469,1
5984,8607,1
5984,10517,1
5985,11301,1
5985,13020,1
5985,13755,1
5986,9252,1
5986,9750,1
5987,6852,1
5987,7507,1
5987,7852,1
5987,10711,1
5987,12581,1
5987,13795,1
5988,7334,1
5988,9244,1
5989,8428,1
5989,10104,1
5989,12920,1
5989,15220,1
5990,15236,1
5991,10972,1
5991,12988,1
5991,14023,1
5992,14337,1
5993,8794,1
5993,12349,1
5993,14900,1
5994,7664,1
5994,9181,1
5994,12665,1
5994,14724,1
5995,8109,1
5995,13243,1
5996,13548,1
5997,9235,1
5997,10106,1
5997,10590,1
5999,7711,1
5999,9894,1
5999,10099,1
5999,10692,1
5999,13607,1
5999,14435,1
6000,12123,1
6000,13427,1
6001,8671,1
6001,10392,1
6001,10490,1
6002,12232,1
6003,9997,1
6003,11886,1
6004,12327,1
6004,12974,1
6006,11105,1
6007,7502,1
6007,9089,1
6007,10254,1
6008,6628,2
6008,6686,1
6008,7141,2
6008,7613,1
6008,7903,1
6008,8243,1
6008,8848,1
6008,8861,1
6008,9448,1
6008,9911,1
6008,10011,1
6008,12319,2
6008,12760,2
6008,12998,1
6008,15220,1
6008,15279,1
6009,12231,1
6009,14026,1
6009,14722,1
6010,6767,1
6011,6310,1
6011,11406,1
6011,12562,1
6011,14423,1
6012,9058,1
6012,9649,1
6012,10066,1
6012,13644,1
6012,14356,1
6013,8731,1
6013,11811,1
6014,9497,1
6014,13091,1
6014,14247,1
6015,7385,1
6015,9575,1
6016,13402,1
6017,6822,1
6017,11304,1
6017,12948,1
6018,9781,2
6018,11446,2
6019,11682,1
6020,6920,1
6020,7096,1
6020,7651,1
6020,14822,1
6021,9111,1
6021,13195,1
6022,11668,1
6022,14098,1
6023,8442,1
6024,9850,1
6024,14461,1
6025,6871,1
6025,8856,1
6025,15262,1
6026,10431,1
6027,6786,1
6027,12976,1
6027,14257,1
6028,6171,1
6028,10190,1
6029,9924,1
6029,13571,1
6030,7030,1
6030,9969,1
6030,10179,1
6030,13401,1
6030,13536,1
6030,13995,1
6031,15186,1
6034,11860,1
6035,7279,1
6035,7922,1
6036,7269,1
6037,7201,1
6037,8620,1
6040,6784,1
6040,7099,1
6040,9026,1
6040,9145,1
6040,9358,1
6041,7567,2
6041,10185,2
6041,12801,1
6041,13272,1
6042,8734,1
6043,12398,1
6043,14755,1
6044,13876,1
6044,13925,1
6046,12841,1
6047,8408,1
6047,10905,1
6047,15106,1
6048,7338,1
6048,14188,2
6049,7890,1
6049,7943,1
6049,11628,1
6050,11783,1
6050,14585,1
6053,9227,1
6054,6443,1
6055,8361,1
6055,10122,1
6056,6609,1
6056,8056,1
6056,15210,1
6057,8635,1
6057,14023,1
6058,9897,1
6058,14931,1
6058,14973,1
6059,7300,1
6059,7336,2
6059,8549,1
6059,8610,1
6059,9121,1
6059,9193,1
6059,9730,2
6059,12385,1
6059,13182,1
6059,14610,1
6060,14131,1
6060,14175,1
6061,6552,1
6064,9324,1
6064,11557,2
6064,13521,1
6065,6094,1
6066,11224,1
6066,14135,1
6067,10502,1
6067,15096,1
6068,6347,1
6068,8670,1
6068,9247,1
6068,9774,1
6068,14173,1
6069,6528,2
6069,7622,1
6069,11274,1
6069,13736,1
6070,7573,1
6070,8583,1
6071,7859,1
6073,6877,1
6073,12321,2
6074,7837,1
6075,10580,1
6075,10837,1
6075,12808,1
6077,7682,1
6077,8954,1
6078,9504,1
6079,7361,1
6079,9617,1
6080,6427,1
6080,10996,1
6080,12348,1
6080,12510,1
6081,6710,1
6081,7448,1
6081,9586,1
6081,9731,1
6081,13626,1
6081,14860,1
6082,6645,1
6082,14154,1
6083,7789,3
6083,8474,2
6083,9587,1
6083,9718,1
6083,10575,10
6083,11124,4
6083,11150,4
6083,11565,1
6083,11717,1
6083,11914,2
6083,12001,1
6083,13384,2
6083,14442,7
6083,14716,2
6083,14890,3
6083,15044,1
6084,6588,2
6084,7785,2
6085,7327,1
6085,7530,1
6086,12896,1
6087,10689,1
6088,11382,1
6088,12494,1
6090,6208,1
6090,7177,1
6090,7261,1
6090,8816,1
6090,9161,1
6090,9564,1
6090,9698,1
6090,10596,1
6090,10701,1
6090,10728,1
6090,11805,1
6090,13634,1
6090,13867,1
6091,11527,1
6092,7355,1
6092,11363,1
6093,7333,1
6095,11865,1
6095,14529,1
6096,8934,1
6096,12860,1
6097,9463,1
6097,10949,1
6097,13907,1
6097,14830,1
6098,6681,1
6098,8501,1
6100,10546,1
6100,12643,1
6101,6110,1
6101,14115,1
6102,6511,1
6102,11667,1
6102,13750,1
6103,8251,1
6103,11021,1
6103,14769,1
6104,8132,1
6104,9717,1
6104,10969,1
6105,10524,1
6105,12298,1
6106,6333,1
6106,7505,1
6106,9801,1
6106,12188,1
6106,13436,1
6107,6136,2
6108,8154,1
6109,8340,1
6110,14115,1
6111,7169,2
6112,9152,1
6112,14580,1
6114,11299,1
6114,12040,1
6116,13258,1
6116,13778,1
6117,8475,1
6117,11360,2
6117,12281,2
6117,15290,1
6118,12908,1
6119,9691,1
6119,10551,1
6119,13497,1
6119,14453,1
6120,10424,1
6120,11871,1
6122,6518,1
6122,10189,1
6122,12180,1
6122,13701,1
6123,9087,2
6123,12828,3
6123,13382,1
6123,14307,1
6123,14338,2
6124,14656,1
6125,7227,1
6128,11338,1
6129,7021,1
6129,8560,1
6129,9722,1
6129,13637,1
6132,6580,1
6132,8696,1
6132,12907,1
6132,13604,1
6132,14697,1
6132,14833,1
6133,7118,1
6133,8966,1
6133,10319,1
6134,9511,1
6134,13416,1
6134,13624,1
6135,9359,1
6135,11711,1
6135,13004,1
6135,14409,1
6135,14488,1
6137,13561,1
6137,14933,1
6138,8790,1
6138,9576,1
6138,11598,1
6138,12608,1
6138,13235,1
6138,14245,1
6139,6671,1
6139,11997,1
6139,15098,1
6140,9760,1
6140,11893,1
6141,10366,1
6141,14359,1
6143,7253,1
6144,6721,1
6144,9237,1
6144,12083,1
6145,12757,1
6145,13371,1
6145,14904,1
6148,8673,1
6148,14212,1
6149,8169,1
6149,9027,1
6149,10033,1
6150,6598,1
6150,10064,1
6151,6469,1
6151,7869,1
6153,7766,1
6154,9999,1
6155,6306,2
6155,6441,2
6155,11280,2
6155,11594,1
6155,11974,2
6155,14308,2
6156,6829,1
6156,7864,1
6156,8301,1
6156,8579,1
6156,11531,1
6156,12993,1
6156,13320,1
6159,6351,1
6159,11162,1
6160,6919,1
6160,7687,1
6160,11708,1
6161,9362,1
6161,12952,1
6161,14719,2
6162,10170,1
6163,11266,2
6163,12121,1
6164,6272,1
6164,11008,1
6164,15083,1
6165,12540,1
6165,13198,1
6166,7808,1
6166,8939,1
6166,11318,1
6166,13060,1
6166,14027,1
6166,15100,1
6167,8135,2
6167,10734,2
6167,12976,2
6168,6325,1
6168,6971,3
6168,7195,1
6168,7663,1
6168,10058,1
6169,13692,1
6170,7345,1
6170,8884,1
6170,9541,1
6170,10084,5
6170,13030,4
6171,10190,1
6172,6536,1
6173,12019,1
6174,9154,1
6174,10564,1
6175,8618,1
6176,14007,1
6177,13040,1
6177,14216,1
6178,10321,1
6179,12718,1
6182,13209,1
6182,14992,1
6183,6568,1
6183,6587,1
6183,6806,1
6183,7815,1
6183,11368,1
6183,11455,1
6183,12126,1
6183,12177,1
6183,12480,1
6183,14482,1
6183,15057,1
6184,12152,1
6184,12484,1
6188,7458,1
6188,7842,1
6188,7960,1
6188,9230,1
6188,12016,1
6188,13704,1
6188,14484,1
6189,8603,1
6190,8650,2
6190,14754,2
6191,6324,1
6192,6255,1
6192,6674,1
6192,6957,1
6192,9338,1
6192,10882,1
6192,11656,1
6192,12204,1
6192,13786,1
6192,14990,1
6193,7398,1
6193,9223,1
6193,10603,1
6193,14083,1
6194,6452,1
6194,8072,1
6194,9410,1
6194,9502,1
6194,10259,1
6194,10621,1
6194,13347,1
6195,10576,1
6195,12325,1
6196,12258,1
6198,8274,1
6198,10310,1
6199,12064,1
6200,11683,1
6200,14717,1
6201,8428,1
6201,10104,1
6201,14112,1
6201,15220,1
6203,12461,1
6203,14109,1
6204,10975,1
6205,9633,1
6205,11347,1
6205,14301,1
6206,14437,1
6207,7944,1
6207,14101,1
6208,7177,1
6208,7261,1
6208,8816,1
6208,9161,1
6208,9564,1
6208,9698,1
6208,10596,1
6208,10701,1
6208,10728,1
6208,11805,1
6208,13634,1
6208,13867,1
6209,10812,1
6209,11754,1
6209,12472,1
6209,13724,1
6210,6920,1
6210,7012,1
6210,7044,1
6210,7247,1
6210,11164,1
6210,11264,1
6211,9180,1
6211,12386,1
6212,8235,1
6212,14217,1
6213,10394,1
6214,7134,1
6214,7949,1
6214,8128,1
6214,8242,1
6214,13327,1
6215,14499,1
6215,15209,1
6216,14924,1
6217,6349,1
6217,8062,1
6218,14427,1
6219,11263,1
6220,7002,1
6220,7250,1
6220,9200,1
6220,10627,1
6221,6490,1
6221,10274,1
6221,13584,1
6222,8768,1
6222,11415,1
6222,13824,1
6222,14436,1
6222,15264,1
6223,13294,1
6223,13365,1
6223,14519,1
6224,8433,1
6224,12537,1
6225,10756,1
6225,13890,1
6226,6379,1
6226,10288,1
6226,11647,1
6226,11824,1
6227,10326,1
6228,7957,1
6228,9346,1
6228,10136,1
6228,10251,1
6228,10798,1
6228,10842,1
6228,12169,1
6228,12475,1
6229,10244,1
6229,14001,1
6229,14595,1
6230,10075,1
6231,7394,1
6231,7476,1
6231,7992,1
6231,11149,1
6231,11236,1
6231,12827,1
6231,13162,1
6232,13358,1
6232,13713,1
6233,9862,1
6233,13224,1
6234,12891,1
6236,13769,1
6236,14696,1
6237,11670,1
6238,6798,1
6238,11324,1
6239,7069,1
6239,8448,1
6239,10488,1
6240,8723,1
6240,14946,1
6242,9160,1
6242,10425,1
6242,14362,1
6242,14898,1
6243,7518,1
6243,8568,1
6243,10555,1
6243,11810,1
6244,11038,1
6245,6356,1
6245,13743,1
6245,15228,1
6246,7333,1
6246,8348,1
6247,9396,1
6247,9920,1
6248,6406,1
6248,8160,1
6249,11110,1
6249,13701,1
6249,14289,1
6250,6658,1
6251,9860,1
6252,14390,1
6253,7653,1
6253,10197,1
6255,6957,1
6255,10882,1
6255,11656,1
6255,14990,1
6256,7750,1
6256,12457,1
6256,13251,1
6257,7402,1
6257,9070,1
6259,7139,1
6261,8179,1
6262,12778,1
6262,13229,1
6263,12914,1
6264,9792,1
6264,10324,1
6265,10222,1
6266,12247,1
6266,12811,1
6266,13306,1
6267,7190,2
6267,7298,1
6267,8191,1
6267,8599,1
6267,9670,2
6267,10570,1
6267,11403,1
6267,11914,1
6267,14195,1
6267,14368,1
6267,14422,1
6268,12207,1
6268,14278,1
6269,6482,1
6269,11018,1
6269,11737,1
6269,11975,1
6271,6914,1
6271,9063,1
6271,11333,1
6271,13683,1
6272,11008,1
6272,15083,1
6274,12317,1
6274,12807,1
6276,11655,1
6277,7798,1
6277,8777,1
6279,7532,1
6279,13666,1
6279,14128,1
6280,9572,1
6282,11567,1
6282,14347,1
